Investment_ID,Investor_Name,Investment_Type,Investment_Amount,Investment_Date,Maturity_Date,Risk_Category,Return_Rate,Broker,Status
100576,Charlie,Bonds,61933.7,2022-04-24,2026-12-23,Low,13.14,BrokerC,Active
100577,Alice,Crypto,22038.82,2020-02-20,2028-01-24,Low,9.12,BrokerD,Active
100578,Charlie,Stocks,71988.22,2021-01-02,2026-11-25,High,7.04,BrokerC,Active
100579,David,Stocks,48241.34,2024-02-17,2029-07-25,Low,5.99,BrokerC,Pending
100580,Bob,Stocks,68437.26,2021-11-11,2028-08-09,Medium,3.19,BrokerC,Closed
100581,Alice,Stocks,84549.87,2024-05-21,2025-12-25,Medium,2.94,BrokerB,Pending
100582,Fay,Stocks,21124.2,2022-04-23,2029-08-28,Medium,10.79,BrokerD,Closed
100583,Eve,Stocks,6818.76,2024-06-30,2029-05-15,Medium,5.01,BrokerB,Pending
100584,David,Bonds,79014.75,2023-10-03,2028-11-03,High,4.94,BrokerB,Closed
100585,Alice,Real Estate,62921.26,2024-11-04,2027-08-10,High,14.98,BrokerA,Active
100586,Eve,Crypto,71465.76,2024-02-14,2028-11-25,Low,4.04,BrokerC,Active
100587,Alice,Stocks,84624.72,2024-07-18,2027-09-08,Low,3.5,BrokerC,Active
100588,Charlie,Bonds,81267.04,2021-05-23,2028-07-17,Low,2.83,BrokerB,Pending
100589,Alice,Bonds,96287.41,2021-06-30,2026-01-09,High,9.33,BrokerA,Pending
100590,Fay,Bonds,55913.83,2020-11-22,2029-07-20,Medium,9.98,BrokerA,Pending
100591,Alice,Real Estate,51407.09,2024-05-31,2025-10-04,Low,6.43,BrokerA,Active
100592,Alice,Crypto,43179.28,2023-12-07,2025-05-10,Medium,8.73,BrokerD,Closed
100593,Fay,Real Estate,19600.65,2020-08-09,2029-01-06,Low,12.14,BrokerB,Active
100594,David,Mutual Funds,59397.69,2022-02-22,2029-05-09,Low,12.54,BrokerD,Active
100595,Alice,Bonds,31316.19,2024-11-21,2027-07-27,Low,14.43,BrokerA,Closed
100596,Fay,Mutual Funds,92524.21,2020-03-20,2025-03-17,Low,12.63,BrokerA,Closed
100597,Eve,Stocks,60403.13,2024-10-24,2026-08-24,Low,9.13,BrokerA,Closed
100598,Charlie,Stocks,61319.82,2022-08-21,2026-02-17,Medium,3.93,BrokerC,Closed
100599,Charlie,Real Estate,38717.84,2021-03-31,2025-03-31,Low,2.85,BrokerB,Active
100600,Alice,Crypto,9938.99,2021-02-12,2029-06-09,Medium,2.24,BrokerC,Pending
100601,David,Mutual Funds,8015.66,2024-07-30,2026-02-13,High,10.5,BrokerD,Active
100602,David,Crypto,45216.84,2022-07-31,2029-12-20,Low,12.4,BrokerC,Closed
100603,Eve,Real Estate,13033.71,2021-12-17,2025-03-27,Medium,8.37,BrokerB,Pending
100604,Alice,Stocks,62650.46,2021-09-17,2026-10-09,High,2.24,BrokerC,Pending
100605,Charlie,Crypto,88692.44,2024-08-07,2026-09-28,High,8.73,BrokerA,Active
100606,David,Crypto,88876.91,2024-06-16,2027-11-22,High,14.13,BrokerD,Active
100607,Alice,Stocks,67609.31,2024-11-19,2027-03-27,Medium,9.57,BrokerD,Active
100608,David,Mutual Funds,25067.02,2021-04-11,2029-07-28,Low,12.43,BrokerA,Pending
100609,Fay,Stocks,86984.7,2021-04-01,2028-01-18,Low,12.3,BrokerA,Pending
100610,David,Crypto,89178.88,2020-02-18,2027-08-28,Medium,14.08,BrokerA,Pending
100611,Charlie,Mutual Funds,23682.09,2023-09-13,2026-06-03,Low,11.9,BrokerB,Closed
100612,Bob,Mutual Funds,75055.48,2021-01-30,2025-03-16,Medium,11.59,BrokerC,Closed
100613,Eve,Stocks,32219.36,2022-03-27,2029-03-23,Low,4.66,BrokerD,Active
100614,Eve,Crypto,81250.83,2021-11-03,2028-08-17,High,2.31,BrokerC,Pending
100615,Charlie,Real Estate,99737.6,2021-07-24,2026-01-27,Low,8.49,BrokerA,Active
100616,David,Crypto,7852.47,2024-11-05,2026-08-09,Medium,3.18,BrokerA,Pending
100617,Alice,Bonds,90249.76,2020-05-22,2027-01-02,Medium,14.49,BrokerC,Active
100618,David,Real Estate,64149.9,2024-05-02,2029-11-01,High,5.41,BrokerD,Closed
100619,Charlie,Mutual Funds,97471.35,2021-07-25,2029-05-19,Medium,13.01,BrokerB,Pending
100620,Eve,Real Estate,49175.9,2021-12-20,2025-04-08,Low,6.73,BrokerC,Closed
100621,David,Mutual Funds,85501.85,2023-08-06,2029-11-09,Low,5.86,BrokerA,Pending
100622,Eve,Mutual Funds,10927.44,2022-11-09,2028-09-04,High,14.12,BrokerA,Active
100623,Alice,Real Estate,36851.51,2022-03-29,2026-11-11,Medium,6.4,BrokerB,Pending
100624,Eve,Mutual Funds,11366.57,2023-10-23,2026-07-14,High,6.77,BrokerC,Closed
100625,Eve,Mutual Funds,97657.6,2024-09-23,2025-09-12,Low,2.93,BrokerB,Pending
100626,Bob,Bonds,82612.52,2023-01-03,2029-06-26,High,10.55,BrokerB,Active
100627,Bob,Crypto,85992.01,2021-11-09,2027-01-24,Medium,5.4,BrokerD,Pending
100628,Fay,Crypto,94106.7,2020-02-26,2027-06-14,High,9.41,BrokerD,Closed
100629,Bob,Bonds,13084.83,2020-08-24,2029-12-27,Medium,9.48,BrokerA,Active
100630,Eve,Real Estate,41631.77,2024-12-01,2027-03-31,Medium,11.21,BrokerC,Closed
100631,Charlie,Stocks,11748.31,2021-06-18,2029-03-03,Low,11.56,BrokerD,Pending
100632,Eve,Stocks,25025.34,2020-12-31,2027-06-20,Low,8.45,BrokerA,Closed
100633,Charlie,Stocks,26789.75,2023-04-04,2027-03-03,Low,5.97,BrokerC,Pending
100634,Charlie,Bonds,49565.19,2021-06-27,2026-11-26,Medium,12.81,BrokerA,Active
100635,Bob,Bonds,30513.41,2020-03-19,2026-01-18,High,5.68,BrokerD,Closed
100636,David,Mutual Funds,14592.92,2020-08-10,2027-10-14,Medium,8.35,BrokerA,Closed
100637,Alice,Stocks,20911.65,2023-05-06,2028-11-18,Low,6.92,BrokerC,Pending
100638,Bob,Real Estate,18991.18,2022-06-08,2027-10-16,Low,13.04,BrokerC,Closed
100639,Bob,Real Estate,97442.3,2021-12-08,2027-01-23,High,7.33,BrokerA,Closed
100640,David,Stocks,77132.79,2024-02-01,2029-06-21,Low,6.71,BrokerC,Active
100641,Alice,Stocks,96937.34,2024-05-29,2027-11-30,Low,10.81,BrokerA,Pending
100642,Eve,Stocks,46775.35,2021-10-04,2026-07-01,Low,9.63,BrokerC,Pending
100643,Fay,Bonds,31445.01,2022-06-12,2029-06-29,High,2.95,BrokerA,Active
100644,Fay,Bonds,80837.85,2023-05-26,2025-06-19,Medium,8.36,BrokerA,Active
100645,Eve,Bonds,35994.12,2022-11-13,2029-01-29,Low,11.43,BrokerA,Pending
100646,Bob,Crypto,33441.42,2020-08-24,2027-05-20,High,14.89,BrokerB,Active
100647,Alice,Real Estate,27088.07,2022-02-27,2025-06-11,Low,9.99,BrokerC,Active
100648,Bob,Real Estate,17319.5,2023-03-26,2027-06-01,High,6.5,BrokerD,Active
100649,Charlie,Mutual Funds,29363.99,2021-01-24,2028-05-18,Low,4.55,BrokerA,Pending
100650,Bob,Bonds,38755.38,2021-06-05,2029-08-12,High,13.28,BrokerB,Active
100651,Bob,Crypto,69029.45,2020-03-31,2026-01-05,Low,12.5,BrokerD,Closed
100652,Eve,Crypto,10943.66,2023-12-22,2028-01-23,Medium,4.66,BrokerA,Closed
100653,Eve,Real Estate,24998.16,2022-06-12,2026-08-25,Low,4.21,BrokerD,Pending
100654,Eve,Bonds,81857.25,2020-01-04,2026-10-20,High,11.15,BrokerB,Active
100655,Fay,Mutual Funds,18957.58,2022-11-30,2025-07-30,Low,5.75,BrokerD,Closed
100656,Charlie,Bonds,37551.29,2024-07-09,2025-06-13,Medium,5.64,BrokerA,Pending
100657,Eve,Stocks,87142.6,2023-01-07,2026-11-03,Low,3.56,BrokerD,Closed
100658,Alice,Bonds,19717.9,2023-11-07,2028-09-15,High,5.06,BrokerD,Active
100659,Fay,Stocks,12860.0,2024-01-13,2026-08-29,High,7.27,BrokerA,Pending
100660,David,Stocks,51031.11,2024-02-28,2026-09-20,Medium,11.39,BrokerB,Closed
100661,Alice,Mutual Funds,33729.85,2024-02-18,2027-07-03,High,6.04,BrokerB,Pending
100662,Alice,Real Estate,58523.79,2023-10-05,2028-05-19,Low,5.94,BrokerD,Closed
100663,Eve,Bonds,81361.46,2021-02-07,2029-01-09,Low,5.35,BrokerC,Closed
100664,David,Stocks,18029.11,2022-01-15,2027-05-23,Low,7.96,BrokerD,Active
100665,David,Bonds,60166.41,2022-06-02,2025-12-08,High,3.94,BrokerC,Active
100666,Fay,Real Estate,53023.33,2020-05-23,2028-11-13,Low,8.06,BrokerD,Closed
100667,David,Real Estate,18687.48,2023-09-22,2027-06-29,Low,11.01,BrokerB,Pending
100668,Charlie,Crypto,64279.86,2021-11-07,2026-12-21,Low,1.9,BrokerD,Pending
100669,Eve,Real Estate,30995.84,2023-06-30,2027-07-05,Medium,1.63,BrokerD,Active
100670,David,Mutual Funds,51344.26,2021-10-04,2025-03-28,High,2.51,BrokerC,Closed
100671,Fay,Stocks,12815.87,2023-09-20,2029-01-28,High,8.73,BrokerB,Active
100672,Charlie,Crypto,48660.49,2024-10-02,2029-11-17,High,13.04,BrokerC,Closed
100673,Bob,Mutual Funds,34114.03,2020-09-12,2026-12-24,Medium,1.57,BrokerD,Closed
100674,Bob,Bonds,83126.22,2024-01-14,2028-06-13,High,14.14,BrokerA,Active
100675,Charlie,Stocks,10412.98,2021-09-07,2027-06-10,Medium,2.93,BrokerD,Pending
100676,Fay,Real Estate,44767.69,2022-11-04,2026-07-17,Medium,12.87,BrokerD,Active
100677,Charlie,Stocks,48550.99,2021-09-25,2028-08-02,High,8.02,BrokerC,Closed
100678,Eve,Bonds,73875.58,2023-09-27,2029-06-09,Low,10.4,BrokerA,Active
100679,Eve,Crypto,59557.32,2022-04-16,2025-04-28,Low,8.39,BrokerA,Pending
100680,Bob,Crypto,68385.17,2021-10-30,2025-06-03,High,7.94,BrokerC,Pending
100681,David,Crypto,78819.68,2022-04-04,2028-10-06,High,12.77,BrokerB,Closed
100682,Fay,Real Estate,86909.28,2023-11-28,2028-07-29,Medium,11.7,BrokerA,Active
100683,Bob,Mutual Funds,34818.17,2021-08-28,2027-04-12,High,8.03,BrokerA,Pending
100684,David,Mutual Funds,56112.16,2023-02-09,2027-01-15,Medium,3.01,BrokerC,Active
100685,David,Stocks,84810.27,2020-09-17,2027-11-17,High,3.06,BrokerB,Pending
100686,Eve,Real Estate,98997.86,2021-01-27,2029-06-29,Low,12.32,BrokerB,Closed
100687,Alice,Crypto,89504.33,2022-05-11,2029-03-16,Low,8.65,BrokerD,Closed
100688,Alice,Crypto,40289.39,2023-09-23,2028-10-23,High,8.0,BrokerD,Active
100689,Charlie,Bonds,23540.82,2022-02-15,2025-11-24,Medium,10.69,BrokerC,Closed
100690,Eve,Bonds,51492.29,2023-10-19,2025-03-05,Low,13.09,BrokerB,Pending
100691,David,Crypto,75455.94,2024-03-12,2025-10-20,Medium,9.99,BrokerC,Closed
100692,Fay,Crypto,51794.06,2020-12-22,2029-10-05,High,11.8,BrokerD,Pending
100693,Alice,Real Estate,50902.18,2023-06-14,2028-05-29,High,11.83,BrokerC,Pending
100694,David,Mutual Funds,84631.89,2023-03-11,2028-10-20,Low,6.31,BrokerC,Closed
100695,Alice,Bonds,39333.36,2021-09-08,2029-05-20,High,5.2,BrokerA,Pending
100696,Alice,Mutual Funds,86680.49,2022-04-11,2027-06-17,Low,12.32,BrokerA,Pending
100697,Alice,Real Estate,43646.46,2023-01-27,2025-03-13,Medium,6.59,BrokerA,Active
100698,Fay,Crypto,36182.15,2024-09-03,2025-09-16,Low,13.7,BrokerD,Active
100699,Eve,Mutual Funds,48129.04,2020-01-01,2025-05-18,Low,2.44,BrokerC,Active
100700,Fay,Crypto,77432.46,2021-09-14,2026-04-29,Medium,2.29,BrokerA,Closed
100701,Bob,Crypto,16970.19,2021-08-10,2029-05-14,Low,14.01,BrokerA,Active
100702,David,Stocks,23659.83,2021-03-06,2028-08-14,Low,10.25,BrokerA,Pending
100703,Eve,Mutual Funds,95387.26,2022-05-30,2027-01-21,High,6.62,BrokerD,Closed
100704,Eve,Mutual Funds,21671.7,2024-05-28,2027-01-12,Medium,11.69,BrokerD,Closed
100705,Eve,Crypto,58934.1,2023-04-02,2027-02-24,Low,10.58,BrokerC,Closed
100706,Eve,Real Estate,60034.87,2023-05-27,2028-03-07,Medium,8.67,BrokerC,Closed
100707,Fay,Stocks,51514.32,2023-09-02,2025-03-08,Medium,2.83,BrokerC,Pending
100708,Eve,Crypto,66250.8,2021-10-21,2028-05-24,Low,12.46,BrokerA,Pending
100709,Charlie,Bonds,26833.54,2022-08-10,2025-11-11,High,13.19,BrokerB,Active
100710,David,Bonds,57502.92,2022-06-23,2028-10-22,Medium,3.82,BrokerD,Closed
100711,Eve,Stocks,40356.46,2022-06-24,2027-07-11,Low,12.98,BrokerA,Active
100712,David,Real Estate,67858.39,2023-10-15,2027-01-30,Medium,13.35,BrokerA,Pending
100713,Charlie,Crypto,18416.24,2021-03-13,2027-02-01,High,8.92,BrokerC,Closed
100714,Charlie,Mutual Funds,59233.35,2022-11-12,2027-06-29,High,10.36,BrokerC,Pending
100715,David,Stocks,22600.68,2022-08-27,2029-04-12,High,6.66,BrokerA,Active
100716,Alice,Real Estate,31471.09,2024-06-13,2025-06-07,Low,5.3,BrokerD,Pending
100717,Bob,Mutual Funds,25777.43,2024-06-18,2028-03-21,Low,11.25,BrokerD,Closed
100718,Alice,Bonds,22369.59,2024-02-16,2025-10-09,High,13.14,BrokerA,Closed
100719,Alice,Bonds,83442.54,2020-12-13,2027-12-21,Low,10.33,BrokerB,Active
100720,Fay,Mutual Funds,32142.22,2023-09-11,2027-01-22,High,8.41,BrokerB,Closed
100721,Alice,Stocks,93076.76,2020-06-22,2027-03-27,Low,3.65,BrokerD,Pending
100722,Eve,Bonds,97143.02,2021-08-04,2026-10-06,High,2.22,BrokerC,Pending
100723,Fay,Crypto,59269.74,2022-11-21,2028-08-23,Medium,7.52,BrokerB,Pending
100724,Fay,Mutual Funds,18585.11,2023-09-21,2026-07-25,High,2.17,BrokerB,Pending
100725,Charlie,Mutual Funds,40582.08,2023-07-20,2026-05-27,High,9.19,BrokerC,Active
100726,Alice,Bonds,80784.57,2023-06-22,2025-08-21,Low,6.67,BrokerB,Pending
100727,Charlie,Stocks,39902.12,2021-11-17,2025-02-23,Low,11.72,BrokerA,Active
100728,David,Crypto,13266.64,2020-07-10,2029-02-15,Low,5.63,BrokerB,Pending
100729,Bob,Stocks,57894.57,2024-08-03,2026-01-17,Low,9.51,BrokerC,Active
100730,Fay,Real Estate,85286.48,2024-03-18,2027-10-20,Low,8.76,BrokerA,Pending
100731,David,Real Estate,80613.01,2021-04-26,2027-11-27,Low,1.56,BrokerB,Pending
100732,David,Bonds,21636.7,2023-10-09,2027-03-04,Medium,2.48,BrokerD,Active
100733,Eve,Bonds,68912.64,2021-09-27,2028-02-25,High,5.42,BrokerA,Closed
100734,Bob,Bonds,25947.91,2021-04-05,2025-08-30,High,13.41,BrokerA,Closed
100735,David,Real Estate,25729.72,2024-07-09,2026-06-21,High,3.48,BrokerD,Closed
100736,David,Stocks,88036.82,2021-02-11,2029-05-07,Medium,11.1,BrokerD,Active
100737,Bob,Stocks,28718.55,2020-10-28,2026-06-18,High,14.64,BrokerB,Closed
100738,Bob,Bonds,30008.5,2020-02-20,2028-12-12,Medium,12.17,BrokerB,Closed
100739,David,Crypto,5062.07,2020-04-04,2027-07-03,Medium,4.78,BrokerC,Active
100740,Bob,Stocks,87713.56,2021-05-16,2026-03-16,Medium,13.76,BrokerC,Closed
100741,David,Real Estate,80296.51,2022-08-31,2028-06-07,High,2.76,BrokerA,Closed
100742,David,Mutual Funds,64596.25,2023-06-05,2026-08-08,Medium,7.82,BrokerD,Closed
100743,Eve,Mutual Funds,76275.25,2024-10-06,2028-11-22,High,13.48,BrokerD,Active
100744,Alice,Mutual Funds,19444.61,2024-04-22,2027-10-03,High,10.16,BrokerC,Active
100745,David,Crypto,48540.74,2020-05-29,2026-02-14,Low,7.08,BrokerA,Closed
100746,Charlie,Bonds,38365.84,2022-07-21,2025-09-09,Low,5.45,BrokerA,Closed
100747,Fay,Real Estate,13908.77,2022-04-28,2025-10-05,Medium,6.56,BrokerC,Active
100748,Alice,Crypto,51182.4,2024-12-19,2029-10-13,Medium,8.37,BrokerC,Closed
100749,Alice,Real Estate,92470.27,2023-07-13,2025-06-01,High,5.81,BrokerC,Active
100750,Alice,Real Estate,8805.62,2023-03-24,2027-07-15,Medium,14.58,BrokerB,Closed
100751,Eve,Bonds,32688.79,2021-02-02,2025-12-20,Medium,14.1,BrokerA,Active
100752,David,Mutual Funds,24716.39,2024-01-11,2028-12-31,High,13.25,BrokerA,Pending
100753,Eve,Bonds,27623.93,2023-11-27,2027-07-01,Medium,7.19,BrokerA,Pending
100754,David,Crypto,91301.28,2022-02-25,2025-06-29,Medium,10.83,BrokerC,Active
100755,Eve,Crypto,49466.56,2022-10-09,2029-07-18,High,13.69,BrokerC,Pending
100756,Eve,Crypto,49298.44,2022-03-29,2028-10-28,High,12.98,BrokerC,Closed
100757,Fay,Bonds,77254.69,2021-05-14,2029-09-28,Low,7.09,BrokerC,Active
100758,Charlie,Real Estate,19676.76,2020-10-29,2026-10-17,High,3.02,BrokerD,Active
100759,Eve,Real Estate,51290.21,2023-09-05,2028-09-29,Low,2.52,BrokerC,Closed
100760,Fay,Stocks,45848.6,2023-11-09,2026-12-13,Medium,9.29,BrokerB,Closed
100761,Bob,Crypto,61706.52,2020-01-12,2028-12-24,High,10.18,BrokerD,Active
100762,Charlie,Real Estate,99957.98,2024-03-17,2025-05-13,High,12.97,BrokerD,Closed
100763,Eve,Stocks,78097.64,2024-10-28,2028-02-01,High,5.45,BrokerC,Active
100764,Alice,Real Estate,42797.24,2024-04-26,2028-01-16,Medium,3.76,BrokerA,Closed
100765,Bob,Crypto,83617.54,2024-12-18,2026-08-18,Low,6.62,BrokerC,Active
100766,Bob,Mutual Funds,21217.29,2020-08-06,2029-12-31,Medium,6.27,BrokerA,Closed
100767,Fay,Crypto,7894.05,2024-05-13,2026-09-07,Medium,3.29,BrokerC,Closed
100768,Bob,Bonds,24422.6,2022-05-20,2029-10-10,High,10.58,BrokerC,Pending
100769,Charlie,Real Estate,37339.1,2021-03-24,2025-11-19,Low,8.37,BrokerA,Pending
100770,Eve,Real Estate,53505.17,2020-12-26,2028-12-28,Medium,11.24,BrokerA,Pending
100771,Eve,Bonds,63437.27,2024-07-04,2028-12-24,High,6.26,BrokerA,Closed
100772,Alice,Bonds,91507.54,2023-11-26,2028-12-05,Medium,5.9,BrokerA,Active
100773,Fay,Mutual Funds,53436.13,2022-11-26,2028-07-30,Medium,7.88,BrokerB,Closed
100774,Alice,Real Estate,52621.19,2022-08-09,2025-12-23,High,13.34,BrokerA,Pending
100775,Bob,Real Estate,9773.09,2020-04-12,2029-06-14,High,2.04,BrokerC,Closed
100776,Alice,Mutual Funds,8316.6,2023-02-15,2027-01-11,Low,12.37,BrokerC,Pending
100777,Charlie,Stocks,57360.2,2021-05-25,2027-11-08,Medium,6.48,BrokerB,Pending
100778,Eve,Mutual Funds,46626.97,2024-10-03,2026-04-05,High,13.04,BrokerA,Active
100779,Bob,Crypto,84722.14,2020-09-05,2025-09-06,High,12.33,BrokerC,Active
100780,Alice,Real Estate,20264.56,2022-07-23,2026-02-16,Low,6.21,BrokerB,Pending
100781,Fay,Bonds,7372.31,2020-09-30,2029-06-11,Low,10.87,BrokerC,Pending
100782,Charlie,Crypto,47658.68,2024-06-29,2025-10-12,High,3.66,BrokerB,Closed
100783,Charlie,Real Estate,27560.46,2022-08-09,2026-04-30,Low,13.6,BrokerB,Pending
100784,Alice,Mutual Funds,9713.37,2023-09-29,2029-06-07,High,6.96,BrokerD,Closed
100785,Eve,Crypto,73836.84,2022-12-23,2027-10-09,Medium,7.65,BrokerD,Pending
100786,Alice,Real Estate,15601.33,2023-02-18,2025-02-23,Low,11.03,BrokerA,Active
100787,Bob,Stocks,62790.35,2023-05-04,2027-01-10,Medium,12.58,BrokerD,Active
100788,Alice,Stocks,31699.73,2021-10-11,2028-02-09,Medium,4.69,BrokerB,Pending
100789,Charlie,Bonds,21482.12,2024-03-26,2028-03-18,Medium,10.43,BrokerC,Closed
100790,Alice,Real Estate,41076.39,2024-12-30,2027-01-26,High,6.79,BrokerC,Closed
100791,Eve,Stocks,81137.35,2022-06-25,2027-08-16,Medium,6.48,BrokerA,Closed
100792,Fay,Mutual Funds,42248.89,2023-06-08,2029-07-04,Medium,10.82,BrokerD,Pending
100793,David,Real Estate,76323.12,2024-07-27,2028-02-04,Medium,6.73,BrokerA,Pending
100794,Alice,Mutual Funds,16921.2,2024-01-13,2025-09-23,High,6.17,BrokerB,Active
100795,Eve,Mutual Funds,78413.28,2022-10-30,2028-06-07,Medium,12.78,BrokerD,Active
100796,Eve,Stocks,27508.67,2022-05-23,2029-12-16,Medium,2.87,BrokerA,Pending
100797,Fay,Real Estate,69352.35,2024-08-28,2025-06-26,Low,10.62,BrokerC,Active
100798,Charlie,Crypto,58749.25,2023-01-27,2025-05-15,High,4.86,BrokerC,Closed
100799,Eve,Stocks,93268.75,2022-07-02,2026-09-26,Medium,1.71,BrokerA,Closed
100800,Eve,Stocks,41795.64,2020-11-21,2027-03-27,Low,3.75,BrokerA,Pending
100801,Eve,Real Estate,11285.69,2024-03-03,2029-01-08,High,9.69,BrokerA,Closed
100802,Eve,Real Estate,6819.77,2024-10-30,2029-01-12,High,11.07,BrokerB,Pending
100803,Bob,Mutual Funds,83551.56,2022-08-30,2027-09-08,High,1.78,BrokerB,Closed
100804,Bob,Real Estate,54849.89,2022-07-10,2027-12-13,High,1.99,BrokerC,Pending
100805,Charlie,Mutual Funds,78648.18,2021-06-14,2027-04-22,High,13.68,BrokerB,Closed
100806,Alice,Stocks,27270.43,2024-03-19,2029-04-25,High,2.49,BrokerB,Closed
100807,Eve,Bonds,37782.96,2021-05-21,2027-04-19,Medium,13.57,BrokerD,Active
100808,Fay,Crypto,7859.87,2024-09-16,2029-08-14,Medium,4.58,BrokerB,Active
100809,Alice,Stocks,96341.77,2023-07-29,2028-03-23,Medium,11.49,BrokerD,Active
100810,Fay,Real Estate,68447.45,2021-07-21,2025-06-01,Medium,5.68,BrokerB,Active
100811,Alice,Crypto,93654.48,2024-04-17,2025-09-14,Low,13.09,BrokerC,Active
100812,Charlie,Bonds,30222.16,2024-05-11,2026-10-12,Medium,10.96,BrokerA,Active
100813,Eve,Bonds,63089.04,2022-12-03,2028-08-08,High,6.92,BrokerC,Pending
100814,Eve,Mutual Funds,69457.5,2022-09-19,2025-06-01,Medium,2.53,BrokerB,Pending
100815,David,Crypto,35167.22,2023-07-07,2027-07-11,Medium,11.39,BrokerA,Active
100816,Fay,Mutual Funds,85570.38,2021-05-04,2027-08-13,High,9.83,BrokerA,Pending
100817,Alice,Stocks,94980.34,2021-07-16,2028-10-24,Medium,1.54,BrokerA,Active
100818,Alice,Crypto,89061.24,2022-06-19,2027-11-26,Medium,1.63,BrokerD,Pending
100819,Bob,Stocks,75211.36,2020-06-07,2026-12-07,Medium,12.42,BrokerC,Closed
100820,David,Mutual Funds,31359.14,2024-01-01,2025-09-20,Low,5.0,BrokerD,Pending
100821,Bob,Crypto,31753.52,2021-08-08,2029-12-04,Medium,10.09,BrokerA,Pending
100822,Bob,Mutual Funds,96519.23,2021-04-25,2029-08-25,High,7.63,BrokerC,Pending
100823,Bob,Crypto,5977.03,2021-07-10,2029-05-17,High,13.16,BrokerC,Closed
100824,Fay,Mutual Funds,73024.75,2021-11-18,2028-02-04,Medium,13.88,BrokerB,Active
100825,Fay,Bonds,72093.39,2021-10-16,2028-08-03,Medium,14.96,BrokerD,Pending
100826,Charlie,Mutual Funds,64155.51,2023-01-11,2028-04-18,Medium,3.57,BrokerD,Pending
100827,Charlie,Bonds,99060.34,2020-06-14,2026-01-08,High,13.15,BrokerB,Closed
100828,Bob,Mutual Funds,34628.55,2020-10-10,2029-04-22,High,5.09,BrokerD,Active
100829,David,Crypto,37297.33,2020-11-04,2025-09-22,Low,9.48,BrokerA,Pending
100830,Alice,Crypto,12499.24,2021-04-18,2027-06-06,Low,8.33,BrokerA,Closed
100831,Fay,Crypto,47065.82,2022-02-23,2027-10-27,Low,1.74,BrokerD,Active
100832,David,Real Estate,29799.61,2023-11-22,2029-11-14,High,14.09,BrokerB,Active
100833,Eve,Stocks,37621.74,2020-11-08,2025-04-24,Low,2.56,BrokerC,Pending
100834,Fay,Crypto,84284.32,2023-12-17,2029-08-30,Medium,10.79,BrokerD,Pending
100835,Fay,Bonds,93871.03,2021-03-14,2025-09-12,Medium,12.1,BrokerC,Pending
100836,Charlie,Crypto,22644.64,2020-05-11,2027-11-28,High,12.24,BrokerB,Pending
100837,Alice,Real Estate,40388.35,2022-04-29,2025-11-10,Low,3.33,BrokerC,Closed
100838,Alice,Bonds,93219.9,2022-04-14,2026-09-15,Medium,7.54,BrokerB,Closed
100839,Eve,Real Estate,10871.8,2021-11-08,2025-12-04,High,12.7,BrokerB,Pending
100840,Eve,Bonds,13774.25,2023-01-16,2025-11-28,Low,5.59,BrokerA,Active
100841,Fay,Mutual Funds,20465.14,2022-08-12,2026-10-23,Medium,7.81,BrokerA,Pending
100842,Bob,Stocks,61545.22,2022-05-01,2028-12-23,Low,5.18,BrokerB,Active
100843,Charlie,Stocks,19294.87,2020-05-07,2026-04-07,High,7.76,BrokerD,Active
100844,Charlie,Real Estate,96967.26,2021-02-27,2026-12-10,Low,13.49,BrokerA,Active
100845,Fay,Stocks,47437.88,2024-09-01,2027-11-29,High,7.64,BrokerB,Closed
100846,David,Real Estate,52644.21,2022-05-10,2026-08-05,Low,9.0,BrokerC,Active
100847,Bob,Real Estate,28432.57,2022-03-08,2029-09-29,Medium,6.95,BrokerC,Active
100848,Fay,Real Estate,49741.22,2024-04-25,2025-06-11,High,7.71,BrokerD,Closed
100849,Bob,Stocks,67881.8,2023-04-11,2026-05-29,High,1.7,BrokerC,Active
100850,Bob,Real Estate,76361.83,2023-11-25,2026-02-07,High,5.33,BrokerC,Active
100851,Bob,Stocks,76617.47,2020-02-10,2028-07-24,Low,7.39,BrokerB,Pending
100852,Fay,Real Estate,59899.66,2024-10-20,2028-02-03,Low,10.06,BrokerC,Active
100853,Charlie,Crypto,90914.18,2024-12-08,2026-07-17,Medium,7.58,BrokerC,Active
100854,Charlie,Real Estate,82653.75,2024-04-16,2025-09-14,High,6.06,BrokerC,Active
100855,Bob,Bonds,76919.57,2023-03-25,2028-07-04,High,6.74,BrokerC,Active
100856,David,Real Estate,10282.52,2022-02-18,2026-09-13,Low,4.77,BrokerB,Active
100857,Alice,Mutual Funds,5653.41,2022-09-03,2028-06-12,Low,13.98,BrokerC,Closed
100858,Fay,Real Estate,25182.49,2020-01-13,2027-12-29,Medium,8.54,BrokerD,Active
100859,Alice,Bonds,68034.74,2021-12-21,2025-07-11,Medium,1.68,BrokerA,Active
100860,David,Bonds,44063.76,2021-09-03,2027-10-27,Low,1.76,BrokerD,Closed
100861,Fay,Stocks,43228.59,2024-03-23,2028-08-05,High,14.63,BrokerA,Closed
100862,Bob,Crypto,89035.75,2022-03-09,2025-12-12,Medium,4.49,BrokerD,Active
100863,Charlie,Real Estate,90078.47,2024-10-13,2028-04-27,Low,12.38,BrokerA,Active
